,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,fiks_id
252,100.0,100.0,296410,0,0,-1,1,1,2,0.3,0.7,1,Samuel,0.7,253,False,,2024-07-28T16:55:50.782602Z,39,296410.jpg,2.0,Skjeldal,1.3,False,,a,10,14,40,519,0,456,0,0.2,10.3,Skjeldal,,1167,1,3,1,30,0,0,0,0,0,0,0,0.000000,3112722.0
253,0.0,0.0,546384,0,0,-1,1,0,3,0.0,0.0,0,Abdul Zakaria,0.0,254,False,Ankel - Ute resten av sesongen,2024-10-21T12:19:51.973681Z,64,546384.jpg,0.5,Mugeese,0.0,False,,i,10,14,1,0,0,2,0,0.0,0.2,Mugeese,,19,0,0,0,0,0,0,1,0,0,0,0,0.000000,4039509.0
254,0.0,0.0,22047,0,0,-1,1,1,1,0.0,0.0,0,André,0.0,255,False,Lyske - Ute resten av sesongen,2024-08-16T19:12:25.597524Z,44,22047.jpg,3.1,Hansen,8.7,False,,i,10,14,53,1836,0,5213,0,0.0,12.0,A.Hansen,,1485,0,0,3,26,1,0,0,0,47,4,1,0.000000,2520509.0
255,0.0,0.0,45234,0,0,-1,1,0,4,0.0,0.0,0,Torgeir,1.3,256,False,Personlige årsaker,2024-11-29T11:03:29.043654Z,74,45234.jpg,2.7,Børven,1.3,False,,i,10,14,35,342,0,988,0,0.2,4.7,Børven,,982,2,0,2,19,0,0,0,0,0,3,0,0.000000,2500405.0
256,,,332153,0,0,-2,2,0,3,1.3,1.7,2,Oliver,1.7,257,False,,,53,332153.jpg,1.3,Hagen,0.0,False,,a,10,14,9,4,0,3,0,0.3,1.7,O. Hagen,,233,0,0,0,4,0,0,0,0,0,0,0,0.000000,3563986.0
257,50.0,50.0,430876,0,0,-1,1,0,2,0.1,0.0,0,Tony,0.0,258,False,Smell - 50 % sjanse for å spille,2024-11-29T23:04:56.277460Z,39,430876.jpg,1.2,Miettinen,6.9,False,,d,10,14,21,4660,0,6917,0,0.0,5.4,Miettinen,,1324,1,0,1,34,0,0,5,1,0,0,0,0.000000,4056081.0
258,100.0,100.0,76534,0,0,-2,2,0,3,1.7,2.7,5,Etzaz,2.7,259,False,,2024-07-07T21:17:40.223167Z,53,76534.jpg,2.0,Hussain,0.1,False,,a,10,14,56,6,0,60,0,0.5,10.6,Hussain,,2039,0,4,2,43,0,0,7,0,0,0,0,0.000000,3693513.0
259,,,463151,0,0,-1,1,0,2,0.0,0.0,0,Godwill,0.0,260,False,,,39,463151.jpg,0.0,Ambrose,0.2,False,,a,10,14,0,10,0,41,0,0.0,0.0,Ambrose,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3380038.0
260,100.0,100.0,286602,0,0,1,-1,3,1,5.7,5.0,6,Sander,5.0,261,False,,2024-03-19T09:14:03.924149Z,46,286602.jpg,3.8,Tangvik,5.8,False,,a,11,5,111,2222,0,866,0,1.1,24.1,Tangvik,,2610,0,0,8,39,2,0,3,0,67,12,0,0.000000,3071176.0
261,100.0,100.0,29260,0,0,-4,4,0,3,0.0,0.0,0,Markus,0.0,262,False,,2024-07-09T12:02:36.165737Z,51,29260.jpg,2.5,Henriksen,0.9,False,,a,11,5,33,89,0,556,0,0.0,6.5,Henriksen,,1039,1,1,2,20,0,0,3,0,0,2,0,0.000000,2120138.0
262,50.0,50.0,133670,0,0,-4,4,0,2,0.0,0.0,0,Jonathan,0.0,263,False,Lår -  25 % sjanse for å spille,2024-03-19T09:14:03.947916Z,41,133670.jpg,0.0,Augustinsson,0.0,False,,d,11,5,0,2,0,8,0,0.0,0.0,Augustinsson,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3899747.0
263,100.0,100.0,120296,0,0,2,-2,3,2,9.7,6.7,6,Erlend,6.7,264,False,,2024-08-11T14:06:29.234994Z,47,120296.jpg,3.5,Dahl Reitan,13.1,False,,a,11,5,84,5507,0,7213,0,1.4,17.9,Dahl Reitan,,1884,2,2,7,30,0,0,3,0,0,6,0,0.000000,2710654.0
264,100.0,100.0,449384,0,0,-3,3,2,3,2.7,4.3,8,Edvard,4.3,265,False,,2024-10-01T13:16:19.117118Z,47,449384.jpg,3.7,Tagseth,1.5,False,,a,11,5,93,715,0,540,0,0.9,19.8,Tagseth,,2012,5,3,7,24,0,0,4,0,0,9,0,0.000000,3059538.0
265,100.0,100.0,188474,0,0,3,-3,1,4,3.3,4.7,5,Ole Christian,4.7,266,False,,2024-10-17T20:16:44.017758Z,103,188474.jpg,3.4,Sæter,12.2,False,,a,11,5,78,19951,0,17706,0,0.5,7.6,Sæter,,1044,10,2,3,16,0,1,3,0,0,5,0,0.000000,3202164.0
266,0.0,0.0,491715,0,0,0,0,0,4,0.0,0.0,0,Ísak Snær,0.0,267,False,På lån til Breidablik ut sesongen,2024-03-19T09:14:04.088955Z,70,491715.jpg,0.0,Þorvaldsson,0.1,False,,u,11,5,0,0,0,54,0,0.0,0.0,Þorvaldsson,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3981770.0
267,100.0,100.0,85167,0,0,0,0,2,2,2.7,6.7,12,Ulrik,6.7,268,False,,2024-10-28T21:25:50.602796Z,45,85167.jpg,3.0,Yttergård Jensen,1.4,False,,a,11,5,82,524,0,365,0,1.5,18.2,Yttergård Jensen,,2199,1,3,8,31,0,0,8,0,0,3,0,0.000000,2779583.0
268,0.0,0.0,189035,0,0,2,-2,3,2,0.0,0.0,0,Adrian,0.0,269,False,Smell - Ute resten av sesongen,2024-11-03T21:21:26.292648Z,52,189035.jpg,4.1,Pereira,4.1,False,,i,11,5,77,3751,0,2897,0,0.0,14.8,Pereira,,1352,3,4,4,19,0,0,6,0,0,10,0,0.000000,2794227.0
269,0.0,0.0,312821,0,0,-1,1,0,2,0.0,0.0,0,Hakon,0.0,270,False,På utlån til Ranheim,2024-09-08T09:46:10.143193Z,44,312821.jpg,0.0,Røsten,0.1,False,,u,11,5,0,0,0,59,0,0.0,0.0,Røsten,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3811532.0
270,0.0,0.0,163840,0,0,-3,3,0,3,0.0,0.0,0,Tobias,0.0,271,False,Solgt til SK Rapid,2024-08-30T10:04:13.068366Z,42,163840.jpg,1.0,Børkeeiet,0.3,False,,u,11,5,2,47,0,145,0,0.0,0.5,Børkeeiet,,14,0,0,0,0,0,0,0,0,0,0,0,0.000000,3749778.0
271,0.0,0.0,486796,0,0,-4,4,0,3,0.0,0.0,0,Jaydon,0.0,272,False,På utlån til SSV Ulm,2024-08-29T22:11:46.808297Z,66,486796.jpg,2.0,Nelson,4.6,False,,u,11,5,22,111,0,2722,0,0.0,3.3,Nelson,,431,1,1,1,6,0,0,3,0,0,3,0,0.000000,3994642.0
272,0.0,0.0,399010,0,0,-2,2,1,3,0.0,0.0,0,Santeri,0.0,273,False,Kne - Ute resten av sesongen,2024-09-27T07:25:34.772584Z,48,399010.jpg,2.0,Väänänen,0.1,False,,i,11,5,36,17,0,39,0,0.0,7.5,Väänänen,,1015,1,1,1,15,0,0,2,0,0,3,0,0.000000,3985771.0
273,,,303653,0,0,2,-2,4,3,5.3,8.0,11,Marius,8.0,274,False,,,62,303653.jpg,4.0,Broholm,6.7,False,,a,11,5,117,5234,0,1960,0,1.3,18.9,Broholm,,2250,8,1,8,34,0,0,2,0,0,14,0,0.000000,3472570.0
274,50.0,50.0,168184,0,0,-3,3,1,2,0.3,0.1,0,Leo,0.3,275,False,Lår - 50 % sjanse for å spille,2024-11-10T23:03:24.856147Z,42,168184.jpg,2.6,Cornic,1.3,False,,d,15,3,44,432,0,490,0,0.1,10.5,Cornic,,914,3,0,2,18,0,0,2,0,0,2,0,0.000000,3330825.0
275,100.0,100.0,431178,0,0,6,-6,2,3,4.3,6.7,10,Sverre,6.7,276,True,,2024-08-29T12:40:39.634002Z,71,431178.jpg,4.9,Nypan,36.9,False,,a,11,5,137,12406,0,16874,0,0.9,19.3,Nypan,,2105,8,7,11,32,0,0,2,0,0,16,0,0.000000,3412652.0
276,0.0,0.0,522583,0,0,-3,3,0,4,0.0,0.0,0,Agon,0.0,277,False,Solgt til FC Emmen,2024-08-16T10:12:34.001801Z,52,522583.jpg,1.3,Sadiku,0.2,False,,u,11,5,4,28,0,105,0,0.0,0.8,Sadiku,,102,0,0,0,3,0,0,0,0,0,0,0,0.000000,4004222.0
277,100.0,100.0,446346,0,0,-3,3,0,4,0.7,0.7,1,Magnus,0.7,278,False,,2024-09-27T12:04:05.675516Z,52,446346.jpg,1.0,Holte,0.3,False,,a,11,5,7,24,0,102,0,0.1,1.3,Holte,,123,0,0,0,1,0,0,0,0,0,0,0,0.000000,3519234.0
278,0.0,0.0,408126,0,0,-2,2,0,3,0.0,0.0,0,Emil,0.0,279,False,På utlån til AC Horsens,2024-09-01T14:08:40.499196Z,73,408126.jpg,2.3,Frederiksen,2.6,False,,u,11,5,25,191,0,878,0,0.0,3.4,Frederiksen,,442,1,1,1,7,0,0,0,0,0,1,0,0.000000,4036193.0
279,0.0,0.0,183596,0,0,-2,2,0,4,0.0,0.0,0,Noah,0.0,280,False,Kne - Ute resten av sesongen,2024-10-23T12:08:19.486539Z,63,183596.jpg,3.3,Holm,1.3,False,,i,11,5,56,4302,0,3723,0,0.0,8.9,Holm,,988,4,2,4,13,0,0,1,0,0,8,0,0.000000,2798366.0
280,100.0,100.0,129108,0,0,-1,1,0,2,0.3,0.3,0,Adam,0.3,281,False,,2024-08-11T21:34:34.469174Z,44,129108.jpg,1.0,Andersson,0.1,False,,a,11,5,7,7,0,27,0,0.1,1.6,Andersson,,208,0,0,0,3,0,0,1,0,0,0,0,0.000000,3899781.0
281,100.0,100.0,187878,0,0,1,-1,1,2,4.3,6.7,13,Mikkel,6.7,282,False,,2024-06-05T07:51:45.053851Z,46,187878.jpg,3.4,Konradsen Ceïde,2.3,False,,a,11,5,91,1434,0,480,0,1.5,19.8,Ceïde,,2236,1,1,10,28,0,0,2,0,0,1,0,0.000000,3727418.0
282,50.0,50.0,83369,0,0,0,0,0,3,0.0,0.0,0,Ole,0.0,283,False,Sykdom - 25 % sjanse for å spille,2024-10-17T20:16:43.977639Z,50,83369.jpg,2.5,Selnæs,1.6,False,,d,11,5,55,1262,0,1245,0,0.0,11.0,Selnæs,,1878,1,1,4,32,0,0,4,0,0,5,0,0.000000,3369650.0
283,100.0,100.0,447738,0,0,-3,3,1,3,1.0,1.0,1,Jesper,1.0,284,False,,2024-10-18T10:43:17.343051Z,52,447738.jpg,2.8,Reitan-Sunde,0.9,False,,a,11,5,80,1475,0,1209,0,0.2,15.4,Reitan-Sunde,,1778,2,6,3,31,0,0,2,0,0,3,0,0.000000,4023157.0
284,100.0,100.0,520106,0,0,0,0,0,2,4.0,4.3,6,Tomáš,4.3,285,False,,2024-11-03T21:21:50.426539Z,45,520106.jpg,3.0,Nemčík,1.0,False,,a,11,5,63,562,0,584,0,1.0,14.0,Nemčík,,1718,0,1,7,19,0,0,6,0,0,3,0,0.000000,4055044.0
285,,,340098,0,0,-2,2,0,2,0.0,0.3,1,Håkon,0.3,286,False,,,43,340098.jpg,1.0,Singsdal Volden,0.1,False,,a,11,5,5,37,0,59,0,0.1,1.2,Volden,,193,0,0,0,7,0,0,0,0,0,0,0,0.000000,3405919.0
286,,,237556,0,0,-2,2,1,1,-0.3,0.0,0,Rasmus,0.0,287,False,,,43,237556.jpg,10.0,Sandberg,2.3,False,,a,11,5,9,687,0,888,0,0.0,2.1,Sandberg,,90,0,0,1,0,0,0,1,0,4,3,0,0.000000,3060747.0
287,100.0,100.0,188565,0,0,-1,1,4,2,4.7,5.3,2,Stian,5.3,288,False,,2024-10-05T17:34:01.687647Z,44,188565.jpg,2.7,Kristiansen,1.0,False,,a,12,48,68,1568,0,1231,0,1.2,15.5,Kristiansen,,2009,3,1,3,33,0,0,6,2,0,11,0,0.000000,3539686.0
288,,,255822,0,0,-1,1,0,3,1.3,0.3,1,Sander,0.3,289,False,,,49,255822.jpg,1.9,Risan Mørk,0.1,False,,a,12,48,50,10,0,30,0,0.1,10.2,Risan Mørk,,1148,1,3,1,27,0,0,1,0,0,0,0,0.000000,3066717.0
289,,,31336,0,0,-4,4,1,4,1.3,1.3,1,Alexander,1.3,290,False,,,56,31336.jpg,2.4,Ruud Tveter,6.0,False,,a,12,48,68,8738,0,8644,0,0.2,12.1,Ruud Tveter,,1775,4,2,2,29,0,1,0,0,0,3,0,0.000000,3060491.0
290,,,341097,0,0,-3,3,0,2,4.3,4.7,2,Vetle,4.7,291,False,,,42,341097.jpg,1.8,Walle Egeli,3.9,False,,a,12,48,36,65,0,1650,0,1.1,8.6,Walle Egeli,,1312,0,0,3,22,0,0,3,0,0,0,0,0.000000,3707174.0
291,100.0,100.0,318071,0,0,-1,1,1,2,5.3,5.7,2,Filip,5.7,292,False,,2024-10-05T17:34:01.705738Z,44,318071.jpg,3.1,Loftesnes-Bjune,0.1,False,,a,12,48,44,66,0,11,0,1.3,10.0,Loftesnes-Bjune,,1040,0,2,4,12,0,0,1,0,0,1,0,0.000000,3279604.0
292,,,121426,0,0,-1,1,0,1,5.0,4.3,0,Hugo,4.3,293,False,,,44,121426.jpg,2.8,Keto,4.5,False,,a,12,48,82,2229,0,2321,0,1.0,18.6,Keto,,2610,0,0,4,45,0,0,2,0,83,7,0,0.000000,3949705.0
293,100.0,100.0,555194,0,0,-2,2,0,3,0.0,0.0,0,Aleksander,0.0,294,False,,2024-05-24T07:46:30.399487Z,53,555194.jpg,1.7,Damnjanovic Nilsson,0.2,False,,a,12,48,15,6,0,78,0,0.0,2.8,Nilsson,,294,1,0,0,6,0,0,2,0,0,0,0,0.000000,3956278.0
294,100.0,100.0,189052,0,0,-2,2,0,2,0.7,0.3,0,Fredrik,0.3,295,False,,2024-10-21T10:40:22.636953Z,43,189052.jpg,2.0,Berglie,0.3,False,,a,12,48,52,334,0,339,0,0.1,12.1,Berglie,,2166,1,0,2,42,0,0,2,0,0,4,0,0.000000,3060397.0
295,0.0,0.0,530484,0,0,0,0,0,3,0.0,0.0,0,Danilo Andrés,0.0,296,False,Solgt til Heerenveen,2024-06-27T15:25:34.635536Z,80,530484.jpg,3.1,Al-Saed,1.1,False,,u,12,48,22,1702,0,2026,0,0.0,2.8,Al-Saed,,327,1,2,0,5,0,0,0,0,0,1,0,0.000000,3994632.0
296,0.0,0.0,255818,0,0,-1,1,1,3,0.0,0.0,1,Jacob,2.0,297,False,Smell -  Ute resten av sesongen,2024-11-29T23:06:50.383873Z,64,255818.jpg,3.0,Maslø Dunsby,0.5,False,,i,12,48,79,526,0,525,0,0.3,12.3,Dunsby,,1814,3,5,3,35,0,0,6,0,0,5,0,0.000000,3167773.0
297,0.0,0.0,296005,0,0,-4,4,1,3,0.0,0.0,0,Simon,1.0,298,False,Smell -  Ute resten av sesongen,2024-11-29T23:06:50.404205Z,46,296005.jpg,2.5,Amin,0.1,False,,i,12,48,57,196,0,185,0,0.2,12.4,Amin,,1433,3,2,2,23,0,0,6,0,0,3,0,0.000000,3994864.0
298,100.0,100.0,437125,0,0,-3,3,0,3,2.7,2.7,2,Filip,2.7,299,False,,2024-10-06T09:16:09.326015Z,47,437125.jpg,3.2,Ottosson,4.3,False,,a,12,48,94,3401,0,3941,0,0.6,20.0,Ottosson,,2610,1,8,3,46,0,0,4,0,0,8,0,0.000000,3994859.0
299,0.0,0.0,283190,0,0,-1,1,0,2,0.0,0.0,0,Fredrik,0.0,300,False,Kne - Ute på ubestemt tid,2024-06-27T21:12:00.757102Z,44,283190.jpg,1.2,Carson Pedersen,0.1,False,,i,12,48,15,35,0,47,0,0.0,3.4,Pedersen,,1016,0,0,0,20,0,0,2,0,0,0,0,0.000000,3102865.0
300,,,332486,0,0,-2,2,1,2,4.3,4.7,2,Martin,4.7,301,False,,,38,332486.jpg,2.6,Gjone,0.7,False,,a,12,48,39,320,0,99,0,1.2,10.3,Gjone,,1114,1,0,3,17,0,0,3,0,0,3,0,0.000000,3205265.0
301,,,412121,0,0,-1,1,0,3,0.0,0.0,0,Sebastian,0.0,302,False,,,49,412121.jpg,1.6,Mathisen,0.0,False,,a,12,48,13,3,0,5,0,0.0,2.7,Mathisen,,81,1,0,0,1,0,0,0,0,0,0,0,0.000000,3463008.0
302,100.0,100.0,581906,0,0,-2,2,0,4,0.0,0.3,1,Darrell,0.3,303,False,,2024-04-11T18:25:46.496831Z,53,581906.jpg,1.0,Tibell,0.1,False,,a,12,48,2,6,0,24,0,0.1,0.4,Tibell,,36,0,0,0,1,0,0,0,0,0,0,0,0.000000,4058520.0
303,50.0,50.0,168351,0,0,0,0,0,2,0.0,0.0,0,Christopher,0.0,304,False,Smell - 25 % sjanse for å spille,2024-10-21T10:40:22.657041Z,45,168351.jpg,1.8,Cheng,0.4,False,,d,12,48,43,701,0,532,0,0.0,9.6,Cheng,,2060,0,1,1,39,0,0,3,0,0,5,0,0.000000,3752343.0
304,,,321251,0,0,-1,1,0,1,0.0,0.7,2,Alf Lukas,0.7,305,False,,,44,321251.jpg,2.0,Grønneberg,0.1,False,,a,12,48,2,12,0,15,0,0.2,0.5,Grønneberg,,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,3627175.0
305,100.0,100.0,168188,0,0,0,0,0,3,3.3,4.0,2,Marcus,4.0,306,False,,2024-08-03T09:24:03.108827Z,60,168188.jpg,2.1,Melchior,0.0,False,,a,12,48,29,6,0,2,0,0.7,4.8,Melchior,,622,1,0,2,6,0,0,0,0,0,2,0,0.000000,3784662.0
306,100.0,100.0,570985,0,0,-3,3,2,3,7.0,5.3,2,Loris,5.3,307,False,,2024-09-16T07:59:15.085125Z,57,570985.jpg,3.8,Mettler,0.4,False,,a,12,48,105,291,0,149,0,0.9,18.4,Mettler,,1966,7,4,4,31,0,0,4,0,0,8,0,0.000000,4001024.0
307,,,183324,0,0,-2,2,0,3,0.3,0.3,0,Beltran,0.3,308,False,,,53,183324.jpg,1.1,Mvuka,0.1,False,,a,12,48,16,5,0,21,0,0.1,3.0,Mvuka,,280,0,0,0,4,0,0,0,0,0,0,0,0.000000,3644307.0
308,,,128574,0,0,-5,5,3,3,8.3,7.3,2,Eman,7.3,309,False,,,55,128574.jpg,3.9,Marković,3.5,False,,a,12,48,116,5560,0,3850,0,1.3,21.1,Marković,,2519,6,6,4,42,0,0,2,0,0,8,0,0.000000,3634504.0
309,0.0,0.0,243601,0,0,0,0,0,2,0.0,0.0,0,Andreas,0.0,310,False,Lagt opp,2024-03-19T10:39:01.343013Z,45,243601.jpg,0.0,van der Spa,0.0,False,,u,12,48,0,0,0,6,0,0.0,0.0,van der Spa,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3451438.0
310,100.0,100.0,172779,0,0,0,0,0,2,0.0,0.0,0,Maudo,0.0,311,False,,2024-03-26T10:43:26.787136Z,45,172779.jpg,0.0,Jarjué,0.0,False,,a,12,48,0,1,0,2,0,0.0,0.0,Jarjué,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,
311,50.0,50.0,120424,0,0,-3,3,0,3,0.0,0.0,0,Rafik,0.0,312,False,Ukjent - 50 % sjanse for å spille,2024-08-23T19:55:32.530420Z,62,120424.jpg,1.0,Zekhnini,0.1,False,,d,13,5043,7,3,0,52,0,0.0,1.1,Zekhnini,,196,0,0,0,10,0,0,1,0,0,0,0,0.000000,2676815.0
312,100.0,100.0,114602,0,0,-1,1,1,3,0.7,0.3,0,Niklas,0.3,313,False,,2024-05-05T22:20:54.721313Z,69,114602.jpg,2.5,Sandberg,1.3,False,,a,13,5043,40,358,0,791,0,0.0,5.8,Sandberg,,591,3,1,1,10,0,0,1,0,0,3,0,0.000000,3808050.0
313,0.0,0.0,22539,0,0,0,0,0,1,0.0,0.0,0,Anders,0.0,314,False,Utlånt til IFK Göteborg ut sesongen,2024-03-26T21:21:51.601736Z,45,22539.jpg,0.0,Kristiansen,0.1,False,,u,13,5043,0,0,0,62,0,0.0,0.0,Kristiansen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2580472.0
314,100.0,100.0,128554,0,0,-2,2,1,2,1.3,1.0,2,Eirik,1.0,315,False,,2024-10-21T11:40:45.577055Z,48,128554.jpg,1.9,Wichne,2.7,False,,a,13,5043,54,424,0,1158,0,0.2,11.2,Wichne,,1513,1,1,2,26,0,0,5,0,0,4,0,0.000000,2715199.0
315,100.0,100.0,34435,0,0,-1,1,0,2,0.7,0.3,0,Magnar,0.3,316,False,,2024-06-27T13:08:59.861488Z,44,34435.jpg,1.5,Ødegård,0.3,False,,a,13,5043,19,44,0,103,0,0.1,4.3,Ødegård,,812,0,0,2,21,0,0,2,0,0,0,0,0.000000,2338233.0
316,,,189426,0,0,-3,3,0,2,1.7,1.7,2,Peter,1.7,317,False,,,47,189426.jpg,1.9,Reinhardsen,0.3,False,,a,13,5043,52,43,0,71,0,0.4,11.1,Reinhardsen,,1497,2,0,2,33,0,0,1,0,0,0,0,0.000000,2815824.0
317,,,329367,0,0,-2,2,0,1,0.0,0.0,0,Leander,0.0,318,False,,,38,329367.jpg,0.0,Øy,17.2,False,,a,13,5043,0,851,0,4777,0,0.0,0.0,Øy,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3231313.0
318,0.0,0.0,65589,0,0,-4,4,0,3,0.0,0.0,0,Serge-Junior,0.0,319,False,Utgått kontrakt,2024-08-20T12:11:35.560098Z,41,65589.jpg,1.3,Martinsson Ngouali,0.7,False,,u,13,5043,13,1156,0,1553,0,0.0,3.2,Junior,,434,0,0,1,7,0,0,2,0,0,0,0,0.000000,3947032.0
319,0.0,0.0,437483,0,0,-3,3,0,2,0.0,0.0,0,Anton,0.0,320,False,Solgt til Esbjerg,2024-09-04T08:05:53.111835Z,42,437483.jpg,1.8,Skipper Hendriksen,0.2,False,,u,13,5043,21,32,0,117,0,0.0,5.0,Skipper,,707,0,0,2,16,0,0,0,0,0,0,0,0.000000,3945334.0
320,50.0,50.0,87854,0,0,-1,1,0,3,0.0,0.0,0,Simon,0.0,321,False,Rygg - 25 % sjanse for å spille,2024-06-26T18:57:56.051005Z,64,87854.jpg,1.2,Tibbling,0.2,False,,d,13,5043,6,13,0,87,0,0.0,0.9,Tibbling,,165,0,0,0,3,0,0,0,0,0,0,0,0.000000,3976112.0
321,0.0,0.0,353545,0,0,-3,3,0,4,0.0,0.0,0,Aridon,0.0,322,False,Overgang til Fredrikstad 2,2024-08-14T21:28:04.296259Z,42,353545.jpg,1.0,Racaj,1.9,False,,u,13,5043,1,948,0,1555,0,0.0,0.2,Racaj,,8,0,0,0,0,0,0,0,0,0,0,0,0.000000,3298796.0
322,100.0,100.0,190981,0,0,-1,1,1,2,0.3,2.0,5,Sander,2.0,323,False,,2024-08-23T19:55:32.512860Z,44,190981.jpg,2.6,Christiansen,0.3,False,,a,13,5043,41,69,0,144,0,0.5,9.3,Christiansen,,1144,1,2,2,17,0,0,2,0,0,3,1,0.000000,3020538.0
323,0.0,0.0,79655,0,0,-3,3,0,3,0.0,0.0,0,Jeppe,0.0,324,False,Solgt til Silkeborg,2024-07-18T20:53:45.885677Z,42,79655.jpg,1.8,Andersen,1.3,False,,u,13,5043,23,324,0,1367,0,0.0,5.5,Andersen,,1029,0,0,2,27,0,0,4,0,0,0,0,0.000000,3987928.0
324,0.0,0.0,104472,0,0,-2,2,0,3,0.0,0.0,0,Martin,0.0,325,False,Overgang til Östers IF,2024-08-14T21:28:40.848773Z,53,104472.jpg,1.3,Hoel Andersen,0.0,False,,u,13,5043,13,1,0,10,0,0.0,2.5,Hoel Andersen,,247,0,1,0,6,0,0,1,0,0,0,0,0.000000,3329354.0
325,0.0,0.0,375463,0,0,-2,2,0,2,0.0,0.0,0,Markus,0.0,326,False,Solgt til Mjøndalen,2024-07-18T20:53:45.865538Z,38,375463.jpg,0.0,Welinder,0.1,False,,u,13,5043,0,50,0,52,0,0.0,0.0,Welinder,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3662183.0
326,,,347486,0,0,-2,2,0,2,0.0,0.0,0,Elias,0.0,327,False,,,38,347486.jpg,0.0,Haug,0.6,False,,a,13,5043,0,63,0,147,0,0.0,0.0,Haug,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3914540.0
327,0.0,0.0,628742,0,0,0,0,0,2,0.0,0.0,0,Arnau,0.0,328,False,På utlån til SC Cambuur,2024-08-08T20:55:10.262871Z,45,628742.jpg,0.6,Casas,0.0,False,,u,13,5043,5,3,0,5,0,0.0,1.1,Casas,,521,0,0,0,17,0,0,2,0,0,0,0,0.000000,4036219.0
328,0.0,0.0,568736,0,0,9,-9,4,4,0.0,0.0,0,Henrik,0.0,329,False,Solgt til Rennes,2024-08-15T15:31:21.899202Z,64,568736.jpg,4.4,Meister,2.8,False,,u,13,5043,80,16663,0,15801,0,0.0,12.5,Meister,,1360,8,3,2,28,0,0,3,0,0,8,0,0.000000,4036207.0
329,0.0,0.0,168273,0,0,-3,3,0,2,0.0,0.0,0,Anders,0.0,330,False,Kne - Ute resten av sesongen,2024-09-16T08:06:47.831754Z,47,168273.jpg,2.0,Hiim,0.7,False,,i,13,5043,43,252,0,463,0,0.0,9.1,Hiim,,1762,0,4,2,40,0,0,3,0,0,1,0,0.000000,3716280.0
330,100.0,100.0,25546,0,0,-1,1,2,4,5.0,4.0,2,Jo Inge,4.0,331,False,,2024-08-23T19:55:32.560971Z,79,25546.jpg,3.2,Berget,5.7,False,,a,13,5043,58,1744,0,3815,0,0.5,7.3,Berget,,1014,4,4,1,14,0,1,2,0,0,8,0,0.000000,2653197.0
331,,,569762,0,0,0,0,2,2,3.0,1.7,2,Franklin,1.7,332,False,,,45,569762.jpg,2.8,Tebo Uchenna,1.2,False,,a,13,5043,75,1234,0,903,0,0.4,16.7,Tebo,,2385,3,2,3,45,0,0,2,0,0,8,2,0.000000,4040960.0
332,100.0,100.0,705226,0,0,-1,1,0,3,0.3,0.7,1,Daniel,0.7,333,False,,2024-04-05T09:35:29.958747Z,59,705226.jpg,2.0,Job,0.0,False,,a,13,5043,24,42,0,45,0,0.1,4.1,Job,,478,1,1,0,13,0,0,0,0,0,0,0,0.000000,
333,0.0,0.0,676434,0,0,0,0,0,1,0.0,0.0,0,Mamour,0.0,334,False,Ikke registrert for spill i vårsesongen,2024-04-05T09:35:29.937849Z,40,676434.jpg,0.0,Ndiaye,0.5,False,,u,13,5043,0,10,0,205,0,0.0,0.0,Ndiaye,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4056131.0
334,100.0,100.0,326281,0,0,-2,2,1,3,4.7,4.0,0,Victor,4.0,335,False,,2024-07-28T15:41:53.587296Z,48,326281.jpg,3.0,Halvorsen,0.2,False,,a,13,5043,63,86,0,58,0,0.8,13.1,Halvorsen,,1057,3,3,4,18,0,0,0,0,0,4,0,0.000000,3681406.0
335,100.0,100.0,22378,0,0,-1,1,2,3,8.3,6.0,6,Stefan,6.0,336,False,,2024-09-21T16:37:54.148019Z,64,22378.jpg,3.8,Johansen,0.4,False,,a,13,5043,105,260,0,150,0,0.9,16.4,Johansen,,2001,6,4,4,36,0,0,5,0,0,13,0,0.000000,3519220.0
